,disease,drug
12277,Rheumatic Fever Prophylaxis,sulfadiazine
12278,Rheumatic Fever Prophylaxis,penicillin g benzathine
12279,Rheumatoid Arthritis,methotrexate
12280,Rheumatoid Arthritis,prednisone
12281,Rheumatoid Arthritis,meloxicam
12282,Rheumatoid Arthritis,hydroxychloroquine
12283,Rheumatoid Arthritis,sulfasalazine
12284,Rheumatoid Arthritis,leflunomide
12285,Rheumatoid Arthritis,diclofenac
12286,Rheumatoid Arthritis,naproxen
12287,Rheumatoid Arthritis,celecoxib
12288,Rheumatoid Arthritis,acetaminophen / hydrocodone
12289,Rheumatoid Arthritis,ibuprofen
12290,Rhinitis,fluticasone
12291,Rhinitis,brompheniramine / phenylephrine
12292,Rhinitis,chlorpheniramine / methscopolamine / phenylephrine
12293,Rhinorrhea,ipratropium
12294,Rhinorrhea,doxylamine
12295,Rhinorrhea,acetaminophen / chlorpheniramine
12296,Rhinorrhea,triprolidine
12297,Rhinorrhea,acetaminophen / dextromethorphan / doxylamine / phenylephrine
12298,Rhinorrhea,acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine
12299,Rhinorrhea,brompheniramine / codeine
12300,Rhinorrhea,chlophedianol / dexbrompheniramine
12301,Rhinorrhea,dexbrompheniramine / phenylephrine
12302,Rhinorrhea,dextromethorphan / pyrilamine
12303,Rickets,calcitriol
12304,Rickets,ergocalciferol
12305,Rickettsial Infection,doxycycline
12306,Rickettsial Infection,chloramphenicol
12307,Rickettsial Infection,tetracycline
12308,Tinea Corporis,betamethasone / clotrimazole
12309,Tinea Corporis,ketoconazole
12310,Tinea Corporis,clotrimazole
12311,Tinea Corporis,terbinafine
12312,Tinea Corporis,miconazole
12313,Tinea Corporis,fluconazole
12314,Tinea Corporis,econazole
12315,Tinea Corporis,ketoconazole
12316,Tinea Corporis,griseofulvin
12317,Tinea Corporis,tolnaftate
12318,Tinea Corporis,terbinafine
12319,Tinea Corporis,ciclopirox
12320,Tinea Barbae,griseofulvin
12321,Tinea Corporis,betamethasone / clotrimazole
12322,Tinea Corporis,ketoconazole
12323,Tinea Corporis,clotrimazole
12324,Tinea Corporis,terbinafine
12325,Tinea Corporis,miconazole
12326,Tinea Corporis,fluconazole
12327,Tinea Corporis,econazole
12328,Tinea Corporis,ketoconazole
12329,Tinea Corporis,griseofulvin
12330,Tinea Corporis,tolnaftate
12331,Tinea Corporis,terbinafine
12332,Tinea Corporis,ciclopirox
12333,Tinea Pedis,clotrimazole
12334,Tinea Pedis,ketoconazole
12335,Tinea Pedis,terbinafine
12336,Tinea Pedis,econazole
12337,Tinea Pedis,terbinafine
12338,Tinea Pedis,betamethasone / clotrimazole
12339,Tinea Pedis,tolnaftate
12340,Tinea Pedis,ciclopirox
12341,Tinea Pedis,miconazole
12342,Tinea Pedis,griseofulvin
12343,Tinea Cruris,betamethasone / clotrimazole
12344,Tinea Cruris,ketoconazole
12345,Tinea Cruris,clotrimazole
12346,Tinea Cruris,econazole
12347,Tinea Cruris,fluconazole
12348,Tinea Cruris,terbinafine
12349,Tinea Cruris,miconazole
12350,Tinea Cruris,terbinafine
12351,Tinea Cruris,tolnaftate
12352,Tinea Cruris,ciclopirox
12353,Tinea Cruris,griseofulvin
12354,Tinea Cruris,clioquinol
12355,Tinea Capitis,terbinafine
12356,Tinea Capitis,griseofulvin
12357,Tinea Capitis,itraconazole
12358,Restless Legs Syndrome,ropinirole
12359,Restless Legs Syndrome,pramipexole
12360,Restless Legs Syndrome,gabapentin
12361,Restless Legs Syndrome,clonazepam
12362,Restless Legs Syndrome,tramadol
12363,Restless Legs Syndrome,carbidopa / levodopa
12364,Restless Legs Syndrome,pregabalin
12365,Restless Legs Syndrome,clonidine
12366,Restless Legs Syndrome,gabapentin enacarbil
12367,Restless Legs Syndrome,rotigotine
12368,Restless Legs Syndrome,lamotrigine
12369,Restless Legs Syndrome,levodopa
12370,Basal Cell Carcinoma,fluorouracil
12371,Basal Cell Carcinoma,imiquimod
12372,Basal Cell Carcinoma,vismodegib
12373,Basal Cell Carcinoma,sonidegib
12374,Rosacea,doxycycline
12375,Rosacea,metronidazole
12376,Rosacea,minocycline
12377,Rosacea,azelaic acid
12378,Rosacea,sulfacetamide sodium / sulfur
12379,Rosacea,isotretinoin
12380,Rosacea,ivermectin
12381,Rosacea,brimonidine
12382,Muscle Pain,ibuprofen
12383,Muscle Pain,naproxen
12384,Muscle Pain,acetaminophen
12385,Muscle Pain,diclofenac
12386,Muscle Pain,nabumetone
12387,Hyperbilirubinemia,phenobarbital
12388,Reflex Sympathetic Dystrophy Syndrome,gabapentin
12389,Reflex Sympathetic Dystrophy Syndrome,trazodone
12390,Reflex Sympathetic Dystrophy Syndrome,amitriptyline
12391,Reflex Sympathetic Dystrophy Syndrome,nortriptyline
12392,Reflex Sympathetic Dystrophy Syndrome,milnacipran
12393,Reflex Sympathetic Dystrophy Syndrome,pregabalin
12394,Reflex Sympathetic Dystrophy Syndrome,doxepin
12395,Reflex Sympathetic Dystrophy Syndrome,carbamazepine
12396,Reflex Sympathetic Dystrophy Syndrome,gabapentin
12397,Reflex Sympathetic Dystrophy Syndrome,trazodone
12398,Reflex Sympathetic Dystrophy Syndrome,amitriptyline
12399,Reflex Sympathetic Dystrophy Syndrome,nortriptyline
12400,Reflex Sympathetic Dystrophy Syndrome,milnacipran
12401,Reflex Sympathetic Dystrophy Syndrome,pregabalin
12402,Reflex Sympathetic Dystrophy Syndrome,doxepin
12403,Reflex Sympathetic Dystrophy Syndrome,carbamazepine
12404,Respiratory Syncytial Virus,ribavirin
12405,Respiratory Syncytial Virus,palivizumab
12406,Renal Tubular Acidosis,potassium citrate
12407,Rubella,immune globulin intramuscular
12408,Rubella Prophylaxis,measles virus vaccine / mumps virus vaccine / rubella virus vaccine
12409,Rubella Prophylaxis,measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine
12410,Rhinorrhea,ipratropium
12411,Rhinorrhea,doxylamine
12412,Rhinorrhea,acetaminophen / chlorpheniramine
12413,Rhinorrhea,triprolidine
12414,Rhinorrhea,acetaminophen / dextromethorphan / doxylamine / phenylephrine
12415,Rhinorrhea,acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine
12416,Rhinorrhea,brompheniramine / codeine
12417,Rhinorrhea,chlophedianol / dexbrompheniramine
12418,Rhinorrhea,dexbrompheniramine / phenylephrine
12419,Rhinorrhea,dextromethorphan / pyrilamine
12420,Osteoarthritis,meloxicam
12421,Osteoarthritis,diclofenac
12422,Osteoarthritis,naproxen
12423,Osteoarthritis,ibuprofen
12424,Osteoarthritis,celecoxib
12425,Osteoarthritis,chondroitin / glucosamine
12426,Osteoarthritis,diclofenac
12427,Osteoarthritis,etodolac
12428,Osteoarthritis,prednisone
12429,Osteoarthritis,aspirin
12430,Osteoarthritis,nabumetone
12431,Osteoarthritis,duloxetine
12432,Salivary Gland Cancer,trastuzumab
12433,Salmonella Enteric Fever,ciprofloxacin
12434,Salmonella Enteric Fever,ofloxacin
12435,Salmonella Enteric Fever,ceftriaxone
12436,Salmonella Gastroenteritis,ciprofloxacin
12437,Salmonella Gastroenteritis,ceftriaxone
12438,Salmonella Gastroenteritis,ofloxacin
12439,Salmonella Gastroenteritis,cefotaxime
12440,Coccidioidomycosis,fluconazole
12441,Coccidioidomycosis,itraconazole
12442,Coccidioidomycosis,ketoconazole
12443,Coccidioidomycosis,amphotericin b
12444,Coccidioidomycosis,amphotericin b lipid complex
12445,SAPHO Syndrome,etanercept
12446,SAPHO Syndrome,infliximab
12447,Sarcoidosis,prednisone
12448,Sarcoidosis,azathioprine
12449,Sarcoidosis,corticotropin
12450,Sarcoidosis,chloroquine
12451,Sarcoidosis,dexamethasone
12452,Sarcoidosis,infliximab
12453,Sarcoidosis,triamcinolone
12454,Sarcoidosis,colchicine
12455,Sarcoidosis,adalimumab
12456,Sarcoidosis,cortisone
12457,Neurosarcoidosis,prednisone
12458,Neurosarcoidosis,dexamethasone
12459,Neurosarcoidosis,infliximab
12460,Neurosarcoidosis,azathioprine
12461,Soft Tissue Sarcoma,pazopanib
12462,Soft Tissue Sarcoma,doxorubicin
12463,Soft Tissue Sarcoma,methotrexate
12464,Soft Tissue Sarcoma,trabectedin
12465,Soft Tissue Sarcoma,olaratumab
12466,Small Bowel Bacterial Overgrowth,amoxicillin / clavulanate
12467,Scabies,permethrin
12468,Scabies,ivermectin
12469,Scabies,crotamiton
12470,Scabies,lindane
12471,Lichen Simplex Chronicus,triamcinolone
12472,Lichen Simplex Chronicus,doxepin
12473,Lichen Simplex Chronicus,aloe polysaccharides / iodoquinol
12474,Streptococcal Infection,levofloxacin
12475,Streptococcal Infection,penicillin v potassium
12476,Streptococcal Infection,procaine penicillin
12477,Streptococcal Infection,penicillin g benzathine / procaine penicillin
12478,Streptococcal Infection,penicillin g benzathine
12479,Streptococcal Infection,penicillin g potassium
12480,Streptococcal Infection,penicillin g sodium
12481,Streptococcal Infection,levofloxacin
12482,Streptococcal Infection,penicillin v potassium
12483,Streptococcal Infection,procaine penicillin
12484,Streptococcal Infection,penicillin g benzathine / procaine penicillin
12485,Streptococcal Infection,penicillin g benzathine
12486,Streptococcal Infection,penicillin g potassium
12487,Streptococcal Infection,penicillin g sodium
12488,Squamous Cell Carcinoma,cetuximab
12489,Squamous Cell Carcinoma,bleomycin
12490,Squamous Cell Carcinoma,cemiplimab
12491,Schilling Test,cyanocobalamin
12492,Schilling Test,hydroxocobalamin
12493,Schistosoma haematobium,praziquantel
12494,Schistosoma japonicum,praziquantel
12495,Schistosoma mansoni,praziquantel
12496,Schistosoma mekongi,praziquantel
12497,Schizoaffective Disorder,quetiapine
12498,Schizoaffective Disorder,lithium
12499,Schizoaffective Disorder,risperidone
12500,Schizoaffective Disorder,lamotrigine
12501,Schizoaffective Disorder,olanzapine
12502,Schizoaffective Disorder,aripiprazole
12503,Schizoaffective Disorder,carbamazepine
12504,Schizoaffective Disorder,ziprasidone
12505,Schizoaffective Disorder,fluoxetine
12506,Schizoaffective Disorder,paliperidone
12507,Schizoaffective Disorder,lurasidone
12508,Schizophrenia,risperidone
12509,Schizophrenia,clozapine
12510,Schizophrenia,olanzapine
12511,Schizophrenia,quetiapine
12512,Schizophrenia,aripiprazole
12513,Schizophrenia,chlorpromazine
12514,Schizophrenia,paliperidone
12515,Schizophrenia,ziprasidone
12516,Schizophrenia,loxapine
12517,Schizophrenia,risperidone
12518,Schizophrenia,clozapine
12519,Schizophrenia,olanzapine
12520,Schizophrenia,quetiapine
12521,Schizophrenia,aripiprazole
12522,Schizophrenia,chlorpromazine
12523,Schizophrenia,paliperidone
12524,Schizophrenia,ziprasidone
12525,Schizophrenia,loxapine
12526,Schizophrenia,risperidone
12527,Schizophrenia,clozapine
12528,Schizophrenia,olanzapine
12529,Schizophrenia,quetiapine
12530,Schizophrenia,aripiprazole
12531,Schizophrenia,chlorpromazine
12532,Schizophrenia,paliperidone
12533,Schizophrenia,ziprasidone
12534,Schizophrenia,loxapine
12535,Schizophrenia,risperidone
12536,Schizophrenia,clozapine
12537,Schizophrenia,olanzapine
12538,Schizophrenia,quetiapine
12539,Schizophrenia,aripiprazole
12540,Schizophrenia,chlorpromazine
12541,Schizophrenia,paliperidone
12542,Schizophrenia,ziprasidone
12543,Schizophrenia,loxapine
12544,Schizophrenia,risperidone
12545,Schizophrenia,clozapine
12546,Schizophrenia,olanzapine
12547,Schizophrenia,quetiapine
12548,Schizophrenia,aripiprazole
12549,Schizophrenia,chlorpromazine
12550,Schizophrenia,paliperidone
12551,Schizophrenia,ziprasidone
12552,Schizophrenia,loxapine
12553,Schizophrenia,risperidone
12554,Schizophrenia,clozapine
12555,Schizophrenia,olanzapine
12556,Schizophrenia,quetiapine
12557,Schizophrenia,aripiprazole
12558,Schizophrenia,chlorpromazine
12559,Schizophrenia,paliperidone
12560,Schizophrenia,ziprasidone
12561,Schizophrenia,loxapine
12562,Schnitzler Syndrome,anakinra
12563,Sciatica,cyclobenzaprine
12564,Sciatica,naproxen
12565,Sciatica,diclofenac
12566,Sciatica,ibuprofen
12567,Sciatica,acetaminophen
12568,Sciatica,diclofenac / misoprostol
12569,Sciatica,aspirin
12570,Small Cell Lung Cancer,etoposide
12571,Small Cell Lung Cancer,topotecan
12572,Small Cell Lung Cancer,methotrexate
12573,Small Cell Lung Cancer,nivolumab
12574,Small Cell Lung Cancer,cyclophosphamide
12575,Small Cell Lung Cancer,atezolizumab
12576,Small Cell Lung Cancer,pembrolizumab
12577,Scleroderma,methotrexate
12578,Scleroderma,prednisone
12579,Scleroderma,cyclophosphamide
12580,Systemic Sclerosis-Associated Interstitial Lung Disease,nintedanib
12581,Venomous Scorpion Bite,antivenom (centruroides scorpion)
12582,Venomous Scorpion Bite,antivenom (centruroides scorpion)
12583,Scrapes,vitamin a & d
12584,Scrapes,benzethonium chloride
12585,Scurvy,ascorbic acid
12586,Alzheimer's Disease,donepezil
12587,Alzheimer's Disease,memantine
12588,Alzheimer's Disease,galantamine
12589,Alzheimer's Disease,rivastigmine
12590,Alzheimer's Disease,vitamin e
12591,Alzheimer's Disease,donepezil / memantine
12592,Alzheimer's Disease,ergoloid mesylates
12593,Alzheimer's Disease,etanercept
12594,Motion Sickness,meclizine
12595,Motion Sickness,promethazine
12596,Motion Sickness,scopolamine
12597,Motion Sickness,dimenhydrinate
12598,Motion Sickness,diphenhydramine
12599,Seasonal Affective Disorder,bupropion
12600,Seasonal Allergic Conjunctivitis,olopatadine
12601,Seasonal Allergic Conjunctivitis,ketorolac
12602,Seasonal Allergic Conjunctivitis,loteprednol
12603,Seborrheic Dermatitis,ketoconazole
12604,Seborrheic Dermatitis,clobetasol
12605,Seborrheic Dermatitis,ciclopirox
12606,Seborrheic Dermatitis,hydrocortisone
12607,Seborrheic Dermatitis,selenium sulfide
12608,Seborrheic Dermatitis,prednisone
12609,Seborrheic Dermatitis,fluocinolone
12610,Seborrheic Dermatitis,pyrithione zinc
12611,Seborrheic Dermatitis,sulfacetamide sodium
12612,Seborrheic Dermatitis,dexamethasone
12613,Seborrheic Dermatitis,sulfacetamide sodium / sulfur
12614,Seborrheic Dermatitis,coal tar
12615,Seborrheic Keratosis,hydrogen peroxide
12616,Secondary Cutaneous Bacterial Infections,mupirocin
12617,Secondary Cutaneous Bacterial Infections,sulfacetamide sodium
12618,Secondary Hyperparathyroidism,calcitriol
12619,Secondary Hyperparathyroidism,paricalcitol
12620,Secondary Hyperparathyroidism,cinacalcet
12621,Secondary Hyperparathyroidism,doxercalciferol
12622,Myelofibrosis,ruxolitinib
12623,Myelofibrosis,fedratinib
12624,Sedation,trazodone
12625,Sedation,hydroxyzine
12626,Sedation,lorazepam
12627,Sedation,promethazine
12628,Sedation,fentanyl
12629,Sedation,dexmedetomidine
12630,Sedation,phenobarbital
12631,Sedation,secobarbital
12632,Subependymal Giant Cell Astrocytoma,everolimus
12633,Seizure Prevention (Seizure Prophylaxis),lamotrigine
12634,Seizure Prevention (Seizure Prophylaxis),clonazepam
12635,Seizure Prevention (Seizure Prophylaxis),topiramate
12636,Seizure Prevention (Seizure Prophylaxis),diazepam
12637,Seizure Prevention (Seizure Prophylaxis),valproic acid
12638,Seizure Prevention (Seizure Prophylaxis),magnesium sulfate
12639,Seizure Prevention (Seizure Prophylaxis),clorazepate
12640,Seizure Prevention (Seizure Prophylaxis),acetazolamide
12641,Seizure Prevention (Seizure Prophylaxis),lamotrigine
12642,Seizure Prevention (Seizure Prophylaxis),clonazepam
12643,Seizure Prevention (Seizure Prophylaxis),topiramate
12644,Seizure Prevention (Seizure Prophylaxis),diazepam
12645,Seizure Prevention (Seizure Prophylaxis),valproic acid
12646,Seizure Prevention (Seizure Prophylaxis),magnesium sulfate
12647,Seizure Prevention (Seizure Prophylaxis),clorazepate
12648,Seizure Prevention (Seizure Prophylaxis),acetazolamide
12649,Seizure Prophylaxis During or Following Neurosurgery,phenytoin
12650,Seizures (Convulsions),levetiracetam
12651,Seizures (Convulsions),phenobarbital
12652,Seizures (Convulsions),phenytoin
12653,Seizures (Convulsions),diazepam
12654,Seizures (Convulsions),oxcarbazepine
12655,Seizures (Convulsions),zonisamide
12656,Seizures (Convulsions),topiramate
12657,Seizures (Convulsions),valproic acid
12658,Seizures (Convulsions),primidone
12659,Testicular Cancer,cisplatin
12660,Testicular Cancer,etoposide
12661,Testicular Cancer,bleomycin
12662,Testicular Cancer,cyclophosphamide
12663,Testicular Cancer,dactinomycin
12664,Testicular Cancer,ifosfamide
12665,Testicular Cancer,vinblastine
12666,Alzheimer's Disease,donepezil
12667,Alzheimer's Disease,memantine
12668,Alzheimer's Disease,galantamine
12669,Alzheimer's Disease,rivastigmine
12670,Alzheimer's Disease,vitamin e
12671,Alzheimer's Disease,donepezil / memantine
12672,Alzheimer's Disease,ergoloid mesylates
12673,Alzheimer's Disease,etanercept
12674,Sepsis,vancomycin
12675,Sepsis,ceftriaxone
12676,Sepsis,cefuroxime
12677,Sepsis,ceftazidime
12678,Sepsis,cefotaxime
12679,Sepsis,tobramycin
12680,Sepsis,filgrastim
12681,Septicemia,cilastatin / imipenem
12682,Septicemia,ceftazidime
12683,Septicemia,cefotaxime
12684,Septicemia,ceftriaxone
12685,Septicemia,piperacillin
12686,Septicemia,oxacillin
12687,Septicemia,cefazolin
12688,Septicemia,ampicillin
12689,Septicemia,cefoxitin
12690,Septicemia,penicillin g potassium
12691,Septicemia,penicillin g sodium
12692,Plague,ciprofloxacin
12693,Plague,levofloxacin
12694,Plague,streptomycin
12695,Plague,doxycycline
12696,Plague,gentamicin
12697,Plague,chloramphenicol
12698,Plague,moxifloxacin
12699,Plague,ofloxacin
12700,Serosal Cavity Neoplastic Disease,thiotepa
12701,Peritoneal Cancer,bevacizumab
12702,Peritoneal Cancer,niraparib
12703,Peritoneal Cancer,bevacizumab
12704,Peritoneal Cancer,niraparib
12705,Serum Sickness,corticotropin
12706,Severe Mood Dysregulation,risperidone
12707,Severe Mood Dysregulation,citalopram
12708,Severe Mood Dysregulation,methylphenidate
12709,Dravet Syndrome,cannabidiol
12710,Dravet Syndrome,stiripentol
12711,Erectile Dysfunction,sildenafil
12712,Erectile Dysfunction,tadalafil
12713,Erectile Dysfunction,vardenafil
12714,Erectile Dysfunction,alprostadil
12715,Erectile Dysfunction,avanafil
12716,"Sexual Dysfunction, SSRI Induced",buspirone
12717,"Sexual Dysfunction, SSRI Induced",sildenafil
12718,"Sexual Dysfunction, SSRI Induced",bupropion
12719,"Sexual Dysfunction, SSRI Induced",dextroamphetamine
12720,"Sexual Dysfunction, SSRI Induced",cyproheptadine
12721,"Sexual Dysfunction, SSRI Induced",amantadine
12722,Small Fiber Neuropathy,gabapentin
12723,Small Fiber Neuropathy,duloxetine
12724,Small Fiber Neuropathy,pregabalin
12725,Small Fiber Neuropathy,gabapentin
12726,Small Fiber Neuropathy,duloxetine
12727,Small Fiber Neuropathy,pregabalin
12728,Shift Work Sleep Disorder,modafinil
12729,Shift Work Sleep Disorder,armodafinil
12730,Shigellosis,ciprofloxacin
12731,Shigellosis,sulfamethoxazole / trimethoprim
12732,Shigellosis,ceftriaxone
12733,Shigellosis,ampicillin
12734,Shigellosis,ofloxacin
12735,Herpes Zoster,acyclovir
12736,Herpes Zoster,valacyclovir
12737,Herpes Zoster,famciclovir
12738,Herpes Zoster,prednisone
12739,"Herpes Zoster, Prophylaxis",zoster vaccine live
12740,"Herpes Zoster, Prophylaxis","zoster vaccine, inactivated"
12741,Shock,dopamine
12742,Shock,norepinephrine
12743,Shock,epinephrine
12744,Shock,hydrocortisone
12745,Shock,dobutamine
12746,Shock,methylprednisolone
12747,Shock,dexamethasone
12748,Shock,albumin human
12749,Shock,phenylephrine
12750,Anaphylaxis,epinephrine
12751,Anaphylaxis,promethazine
